Ticker,NCTId,ResultsFirstPostDate,CompletionDate,BuyPrice,SellPrice,PercentDiff
GILD,NCT03998176,"December 20, 2022","April 1, 2022",82.10,81.60,-0.15
GILD,NCT03992131,"January 16, 2024","April 22, 2022",86.48,87.29,0.23
GILD,NCT03926195,"August 1, 2023","May 10, 2023",74.27,77.21,0.97
GILD,NCT03842436,"November 1, 2021","April 22, 2020",60.13,61.36,0.51
GILD,NCT03797014,"July 18, 2023","May 5, 2023",77.49,79.14,0.53
GILD,NCT03717129,"January 31, 2023","November 1, 2021",80.88,81.36,0.15
GILD,NCT03471624,"July 3, 2023","April 19, 2022",75.29,74.82,-0.16
GILD,NCT03350672,"September 30, 2021","May 1, 2018",61.58,61.51,-0.03
GILD,NCT03312023,"August 25, 2021","June 30, 2021",64.44,64.33,-0.05
GILD,NCT03235154,"May 13, 2021","September 26, 2019",61.69,61.18,-0.21
GILD,NCT02858180,"April 21, 2020","July 4, 2019",69.64,68.21,-0.52
GILD,NCT02825212,"December 17, 2020","July 19, 2019",51.69,50.67,-0.50
GILD,NCT02818582,"February 15, 2022","August 31, 2020",57.00,56.21,-0.35
GILD,NCT02590588,"May 10, 2017","March 27, 2017",51.90,51.23,-0.32
GILD,NCT02480166,"September 19, 2017",October 2016,65.01,65.51,0.19
GILD,NCT02477527,"July 2, 2017",January 2016,55.27,54.32,-0.44
GILD,NCT02439138,"January 11, 2017",April 2016,56.78,56.24,-0.24
GILD,NCT02360397,"January 29, 2020","February 23, 2018",54.57,53.63,-0.43
GILD,NCT02265796,"December 4, 2017",September 2016,59.69,60.24,0.23
GILD,NCT02253394,"November 15, 2019",February 2018,56.51,56.43,-0.04
GILD,NCT02147067,"May 21, 2019",June 2018,54.87,55.19,0.15
GILD,NCT02133352,"May 17, 2017",May 2014,50.03,49.81,-0.11
GILD,NCT02052011,"May 16, 2017",November 2015,50.03,49.81,-0.11
GILD,NCT01948310,"December 12, 2017","October 10, 2016",60.24,59.86,-0.16
GILD,NCT01887353,"July 20, 2015",February 2014,82.47,86.33,1.14
GILD,NCT01855867,"April 19, 2022",April 2016,59.31,58.05,-0.54
GILD,NCT01767987,"November 20, 2015",April 2014,79.66,80.73,0.33
GILD,NCT01721967,"January 18, 2017",May 2016,55.51,54.65,-0.39
GILD,NCT01705509,"February 18, 2020","March 31, 2017",57.15,59.15,0.86
GILD,NCT01648205,"April 7, 2022","July 20, 2018",57.71,57.87,0.07
GILD,NCT01617369,"April 4, 2017",March 2013,51.55,51.64,0.04
GILD,NCT01590979,"March 23, 2017",June 2015,52.35,52.16,-0.09
GILD,NCT01505179,"January 18, 2020",January 2015,56.31,55.90,-0.19
GILD,NCT01466790,"October 22, 2014",January 2014,78.86,82.30,1.07
GILD,NCT01435174,"June 25, 2014",March 2013,60.81,61.65,0.35
GILD,NCT01345188,"September 6, 2018",April 2014,58.30,59.48,0.50
GILD,NCT01338636,"May 22, 2017",May 2016,55.62,56.85,0.55
GILD,NCT01174173,"April 23, 2015",October 2014,76.52,76.06,-0.15
GILD,NCT01146808,"March 15, 2017",September 2012,53.10,53.56,0.21
GILD,NCT01093885,"November 29, 2018",July 2016,54.69,55.22,0.24
GILD,NCT01051960,"November 2, 2020",January 2011,51.56,52.48,0.44
GILD,NCT00989586,"February 6, 2017",September 2015,52.07,53.72,0.78
GILD,NCT00960622,"March 4, 2013",July 2009,34.15,34.10,-0.04
GILD,NCT00840463,"May 22, 2019",January 2014,54.87,55.19,0.15
GILD,NCT00548041,"November 1, 2015",May 2009,82.09,81.62,-0.14
GILD,NCT01214759,"February 8, 2016",August 2015,71.23,73.65,0.83
GILD,NCT03010358,"August 8, 2023","April 29, 2021",78.68,78.51,-0.05
GILD,NCT03532425,"December 14, 2022","September 3, 2020",85.11,83.53,-0.47
GILD,NCT02251236,"October 31, 2019","January 18, 2017",54.82,54.99,0.08
GILD,NCT02147834,"June 11, 2019",September 2016,55.10,55.27,0.08
GILD,NCT01769456,"November 13, 2017",November 2016,56.74,57.29,0.24
GILD,NCT01605890,"July 20, 2018",December 2015,59.74,58.60,-0.48
GILD,NCT00928187,"November 8, 2016",December 2015,60.01,58.44,-0.66
GILD,NCT03257722,"February 28, 2024","August 25, 2021",72.70,72.31,-0.13
GILD,NCT02745535,"March 27, 2019","October 24, 2018",52.52,53.64,0.52
GILD,NCT02404792,"January 16, 2019","March 1, 2018",55.27,56.53,0.56
GILD,NCT02180438,"May 8, 2018",January 2017,52.40,52.77,0.18
GILD,NCT01448616,"January 12, 2016",June 2015,69.61,69.08,-0.19
GILD,NCT01352416,"January 6, 2017",November 2012,55.34,55.08,-0.12
GLYC,NCT02871570,"November 28, 2018",March 2017,12.12,11.49,-1.33
GLYC,NCT05057221,"July 10, 2023","March 9, 2022",1.69,1.60,-1.37
GLYC,NCT04682405,"December 15, 2023","November 11, 2022",2.52,2.51,-0.10
GOSS,NCT04456998,"November 7, 2023","November 1, 2022",0.60,0.52,-3.17
GOSS,NCT03683576,"August 23, 2021","August 18, 2020",9.97,10.28,0.77
GOSS,NCT03473236,"February 17, 2020","December 3, 2018",14.77,14.70,-0.12
GRFS,NCT01662856,"April 6, 2017",December 2015,17.38,17.92,0.77
GRFS,NCT00684047,"January 25, 2016",May 2014,12.94,13.05,0.20
GRFS,NCT01754480,"February 8, 2017",December 2015,15.64,15.69,0.09
GRFS,NCT00699140,"February 8, 2016",December 2013,13.76,13.71,-0.10
GRFS,NCT01561053,"July 31, 2019","March 6, 2018",21.69,21.23,-0.53
GRFS,NCT02014402,"May 10, 2017",November 2015,19.45,19.18,-0.35
GRFS,NCT02281500,"October 29, 2020","November 11, 2019",16.77,17.13,0.53
GRFS,NCT01731938,"February 23, 2017",June 2015,15.86,16.01,0.23
GRFS,NCT00742417,"June 14, 2016",March 2011,14.28,13.86,-0.75
GRFS,NCT01131065,"February 1, 2016",June 2014,12.82,12.92,0.21
GRFS,NCT00634569,"December 8, 2016",May 2011,13.33,13.24,-0.17
GRFS,NCT02479802,"June 16, 2020",June 2016,18.73,18.74,0.03
GRFS,NCT00823082,"August 4, 2016",September 2011,14.86,14.85,-0.02
GRFS,NCT04847141,"December 5, 2022","December 27, 2021",7.82,8.26,1.37
GRFS,NCT01213043,"May 20, 2013",January 2012,13.12,12.99,-0.25
GTBP,NCT03214666,"November 10, 2022","September 29, 2021",63.00,60.60,-0.97
GTBP,NCT02569710,"July 16, 2019","May 11, 2018",124.95,127.50,0.51
HALO,NCT01194245,"August 19, 2014",August 2011,9.75,9.48,-0.70
HALO,NCT01194258,"August 20, 2014",August 2011,9.75,9.48,-0.70
HALO,NCT01848990,"October 29, 2014",September 2014,9.31,9.62,0.82
HALO,NCT00883558,"September 8, 2014",April 2010,8.99,9.88,2.36
HALO,NCT02715804,"July 14, 2020","November 4, 2019",29.04,28.61,-0.37
HALO,NCT01453153,"November 30, 2018",May 2015,16.58,15.54,-1.62
HALO,NCT01839487,"July 20, 2020","September 26, 2018",28.01,26.66,-1.23
HALO,NCT02563548,"February 7, 2020","March 26, 2019",21.12,21.49,0.43
HALO,NCT03267940,"February 7, 2020","November 11, 2019",21.12,21.49,0.43
HALO,NCT02346370,"February 8, 2019","November 14, 2016",16.82,16.61,-0.31
HALO,NCT00773175,"November 7, 2018",December 2009,15.91,15.89,-0.03
HALO,NCT00916357,"August 18, 2014",November 2009,9.71,9.74,0.08
HALO,NCT00705536,"July 14, 2014",February 2008,9.08,9.29,0.57
HALO,NCT00979875,"July 14, 2014",May 2010,9.08,9.29,0.57
HALO,NCT01526733,"September 29, 2014",September 2013,9.02,9.10,0.22
HALO,NCT02753595,"July 13, 2020","August 16, 2019",28.92,27.80,-0.99
HALO,NCT01426763,"January 4, 2013","November 28, 2011",6.00,5.81,-0.80
HALO,NCT01116102,"October 18, 2011",June 2010,7.19,8.22,3.34
HALO,NCT00807885,"October 18, 2011",January 2009,7.19,8.22,3.34
HALO,NCT00493220,"December 2, 2011",September 2007,10.31,10.72,0.97
HALO,NCT00477152,"November 23, 2011",June 2008,9.07,9.23,0.44
HALO,NCT03979066,"December 23, 2020","November 3, 2019",42.19,42.71,0.31
HALO,NCT01959139,"February 12, 2020","November 9, 2023",20.00,21.10,1.34
HARP,NCT03577028,"February 14, 2024","February 27, 2023",22.45,22.42,-0.03
HARP,NCT04382612,"December 22, 2023","December 1, 2022",11.98,11.44,-1.15
HARP,NCT02432196,"November 25, 2019","November 16, 2022",157.60,187.50,4.33
HARP,NCT02771275,"November 25, 2019","July 16, 2021",157.60,187.50,4.33
HROW,NCT02303574,"December 11, 2018","August 3, 2016",6.11,5.83,-1.17
HROW,NCT02666846,"September 29, 2020",May 2015,5.59,5.37,-1.00
HROW,NCT02632526,"March 21, 2019","August 26, 2016",5.10,4.75,-1.78
HROW,NCT02532998,"March 29, 2017",December 2015,3.99,4.17,1.10
HROW,NCT02436577,"January 11, 2017",August 2015,2.56,2.56,0.00
HROW,NCT00510692,"August 22, 2014",April 2008,7.91,7.55,-1.16
HROW,NCT03293654,"June 16, 2020","May 29, 2019",6.32,5.64,-2.84
HROW,NCT02573155,"November 8, 2018",August 2016,4.30,4.61,1.74
HROW,NCT02669667,"May 15, 2019","June 12, 2017",5.72,6.11,1.65
HROW,NCT02991859,"March 30, 2020","December 20, 2018",3.91,3.96,0.32
HROW,NCT03014674,"August 14, 2018","August 11, 2017",2.87,3.03,1.36
HROW,NCT02713243,"May 1, 2019","January 25, 2018",4.55,4.55,0.00
HROW,NCT01322594,"October 23, 2013",December 2011,4.33,4.20,-0.76
HROW,NCT01471522,"July 23, 2020","May 30, 2023",5.87,5.68,-0.82
HROW,NCT03287310,"March 1, 2021","July 31, 2019",8.03,7.79,-0.76
HROW,NCT01458574,"May 18, 2017","May 27, 2016",3.69,3.50,-1.32
HROW,NCT03607422,"March 28, 2022","December 3, 2025",7.09,7.02,-0.25
HROW,NCT04362137,"June 2, 2021","October 17, 2020",9.27,9.02,-0.68
HROW,NCT04218266,"October 27, 2022","October 8, 2021",12.03,12.31,0.58
HROW,NCT03950856,"April 12, 2021","April 3, 2020",7.89,7.90,0.03
HROW,NCT03943446,"September 7, 2023","August 25, 2022",16.61,15.59,-1.58
HROW,NCT03357731,"July 27, 2020","May 10, 2019",5.72,5.73,0.04
HROW,NCT03345836,"August 15, 2022","August 11, 2021",9.38,9.50,0.32
HROW,NCT03341962,"March 5, 2024","November 16, 2022",11.09,11.39,0.67
HROW,NCT03123393,"September 16, 2020","December 17, 2019",6.17,6.23,0.24
HROW,NCT02976129,"December 22, 2021","March 8, 2019",8.38,8.50,0.36
HROW,NCT02790138,"June 30, 2021","February 2, 2021",9.29,9.20,-0.24
HROW,NCT02752776,"September 25, 2019","March 28, 2018",5.67,5.70,0.13
HROW,NCT02730455,"January 8, 2019","November 20, 2017",6.00,6.05,0.21
HROW,NCT02576639,"May 25, 2017","March 11, 2016",3.12,3.90,5.56
HROW,NCT02552238,"August 5, 2020","February 25, 2018",5.73,5.87,0.60
HROW,NCT02536300,"August 14, 2023","September 27, 2022",16.73,16.64,-0.13
HROW,NCT02525939,"October 12, 2022",October 2021,12.12,12.05,-0.14
HROW,NCT02525523,"February 25, 2020","October 29, 2018",5.50,5.52,0.09
HROW,NCT02504216,"December 8, 2020","January 9, 2020",5.91,5.63,-1.21
HROW,NCT02482298,"December 14, 2017","November 16, 2016",1.64,1.64,0.00
HROW,NCT02421939,"October 17, 2019","July 31, 2024",5.04,5.14,0.49
HROW,NCT02313909,"January 9, 2019","February 15, 2018",6.00,6.05,0.21
HROW,NCT02088541,"October 8, 2020","January 8, 2018",5.74,5.84,0.43
HROW,NCT02072434,"March 13, 2019","February 3, 2016",6.05,5.21,-3.73
HROW,NCT02065622,"October 8, 2020","November 11, 2019",5.74,5.84,0.43
HROW,NCT02046603,"December 7, 2018","August 4, 2016",5.77,6.14,1.55
HROW,NCT01972841,"June 12, 2018","October 22, 2015",2.42,2.40,-0.21
HROW,NCT01922089,"October 15, 2015",August 2014,6.75,5.86,-3.53
HROW,NCT01920711,"September 29, 2020","June 7, 2019",5.59,5.37,-1.00
HROW,NCT01830543,"July 31, 2017","July 28, 2016",2.00,2.27,3.16
HROW,NCT01818752,"August 1, 2017","November 4, 2016",2.56,2.04,-5.65
HROW,NCT01808261,"October 3, 2017","July 28, 2014",1.73,1.71,-0.29
HROW,NCT01786512,"May 17, 2021","August 19, 2015",10.03,9.59,-1.12
HROW,NCT01776424,"October 5, 2018","June 15, 2021",5.00,4.87,-0.66
HROW,NCT01764633,"February 15, 2018","November 11, 2016",1.69,1.78,1.30
HROW,NCT01763866,"December 22, 2015","December 4, 2013",6.97,6.73,-0.88
HROW,NCT01663402,"March 18, 2019","January 23, 2018",5.10,4.75,-1.78
HROW,NCT01660451,"January 8, 2018","May 18, 2023",1.99,2.06,0.86
HROW,NCT01646021,"March 1, 2017","December 15, 2016",2.50,2.45,-0.51
HROW,NCT01638000,"August 30, 2016","April 24, 2013",4.17,4.10,-0.42
HROW,NCT01611090,"March 3, 2020","January 23, 2019",6.29,5.96,-1.35
HROW,NCT01545050,"December 3, 2021",December 2013,8.44,8.33,-0.33
HROW,NCT01539512,"October 16, 2014",April 2014,8.03,8.00,-0.09
HROW,NCT01539291,"August 20, 2019","June 29, 2018",5.37,5.05,-1.54
HROW,NCT01536418,"August 17, 2017","October 17, 2013",2.24,2.00,-2.83
HROW,NCT01458951,"June 1, 2016",June 2015,4.08,4.02,-0.37
HROW,NCT01369342,"January 6, 2017",October 2014,2.63,2.67,0.38
HROW,NCT01369329,"December 7, 2016",July 2013,2.38,2.35,-0.32
HROW,NCT01355159,"July 7, 2020",September 2016,5.00,5.01,0.05
HROW,NCT01345019,"March 7, 2018","March 29, 2019",2.06,1.99,-0.86
HROW,NCT01318993,"September 14, 2017","October 29, 2013",1.67,1.71,0.59
HROW,NCT01316939,"September 7, 2017","October 23, 2013",1.56,1.70,2.15
HROW,NCT01277666,"September 19, 2017","July 11, 2013",1.71,1.70,-0.15
HROW,NCT01124149,"December 2, 2013","December 7, 2012",3.91,3.76,-0.98
HROW,NCT01093534,"April 7, 2014",June 2011,6.88,6.99,0.40
HROW,NCT01063907,"November 5, 2014",November 2013,8.79,8.68,-0.31
HROW,NCT01000727,"August 10, 2017","April 24, 2014",2.09,2.30,2.39
HROW,NCT00991029,"December 4, 2018","April 9, 2018",4.74,4.94,1.03
HROW,NCT00984867,"October 14, 2013",September 2011,4.05,4.33,1.67
HROW,NCT00930644,"December 24, 2014","January 24, 2013",7.47,7.54,0.23
HROW,NCT00831441,"January 27, 2016",March 2011,5.75,5.96,0.90
HROW,NCT00809965,"June 2, 2014",September 2011,5.95,6.30,1.43
HROW,NCT00799903,"August 10, 2017","October 17, 2013",2.09,2.30,2.39
HROW,NCT00798967,"February 1, 2012","January 25, 2011",3.60,3.60,0.00
HROW,NCT00798434,"December 14, 2011",September 2010,8.00,4.00,-16.67
HROW,NCT00789854,"May 23, 2012",August 2009,2.95,3.25,2.42
HROW,NCT00781391,"March 25, 2015",May 2013,8.13,8.15,0.06
HROW,NCT00604825,"October 3, 2017","July 23, 2008",1.73,1.71,-0.29
HROW,NCT00604162,"February 18, 2011",October 2007,16.00,16.00,0.00
HROW,NCT00523991,"December 29, 2011",,3.20,3.20,0.00
HROW,NCT00424268,"May 19, 2011",July 2008,4.80,4.80,0.00
HROW,NCT00412984,"April 29, 2013","May 25, 2011",8.92,8.82,-0.28
HROW,NCT00409617,"September 2, 2009",July 2008,59.60,62.40,1.15
HROW,NCT00379769,"November 13, 2009",December 2008,64.00,58.00,-2.46
HROW,NCT00358215,"December 13, 2013","October 11, 2012",3.29,3.33,0.30
HROW,NCT00313300,"October 15, 2015",May 2008,6.75,5.86,-3.53
HROW,NCT00297102,"May 19, 2011",September 2008,4.80,4.80,0.00
HROW,NCT00262600,"February 10, 2011",,16.00,16.00,0.00
HROW,NCT00232180,"June 27, 2011",January 2012,3.20,4.00,5.56
HROW,NCT00172185,"April 23, 2013","January 24, 2008",9.66,9.25,-1.08
HROW,NCT00153062,"September 2, 2009",,59.60,62.40,1.15
HROW,NCT00151892,"September 21, 2010","September 7, 2009",36.00,36.00,0.00
HROW,NCT00081458,"July 15, 2013","July 6, 2007",7.52,7.32,-0.67
HROW,NCT01566695,"February 26, 2020","December 21, 2023",5.50,5.52,0.09
HROW,NCT00585312,"November 2, 2014",October 2013,8.39,8.79,1.16
HROW,NCT04731142,"February 20, 2024","October 31, 2022",11.04,10.94,-0.23
HBIO,NCT01281189,"June 7, 2021",November 2012,7.35,7.72,1.23
HBIO,NCT01925794,"December 22, 2021","March 2, 2020",6.49,6.06,-1.71
HBIO,NCT02547623,"June 19, 2018","August 16, 2016",5.15,5.20,0.24
HBIO,NCT03107026,"July 13, 2020","May 16, 2018",3.42,3.21,-1.58
HRTX,NCT00343460,"December 28, 2016",February 2009,13.35,13.10,-0.47
HRTX,NCT02106494,"December 28, 2016",May 2015,13.35,13.10,-0.47
HRTX,NCT04470622,"August 30, 2022","June 3, 2021",4.09,4.07,-0.12
HRTX,NCT03295721,"October 27, 2021","March 13, 2018",10.82,11.01,0.44
HRTX,NCT03237481,"October 27, 2021","January 16, 2018",10.82,11.01,0.44
HRTX,NCT03718039,"June 26, 2023","March 11, 2019",1.73,1.71,-0.29
HRTX,NCT03974932,"August 31, 2023","January 7, 2021",1.37,1.29,-1.50
HRTX,NCT03015532,"October 27, 2021","May 16, 2018",10.82,11.01,0.44
HRTX,NCT02762929,"October 4, 2023",March 2017,0.96,1.00,1.02
HRTX,NCT02504580,"October 4, 2023",April 2017,0.96,1.00,1.02
HRTX,NCT03695367,"July 2, 2021","December 15, 2018",14.42,14.17,-0.44
HRTX,NCT02689258,"October 4, 2023",April 2017,0.96,1.00,1.02
FIXX,NCT02401347,"February 21, 2023",December 2022,1.34,1.39,0.92
FIXX,NCT02952534,"June 8, 2022","July 27, 2021",2.22,2.15,-0.80
FIXX,NCT02975934,"August 16, 2023",March 2024,1.12,1.08,-0.91
FIXX,NCT04032080,"September 11, 2023","November 26, 2022",1.20,1.18,-0.42
FIXX,NCT02315703,"November 4, 2020","March 28, 2022",11.03,9.50,-3.73
FIXX,NCT02828111,"January 4, 2019","November 9, 2017",24.03,24.08,0.05
FIXX,NCT03377556,"June 23, 2021","April 16, 2021",7.11,7.31,0.69
FIXX,NCT03330847,"March 22, 2022","September 30, 2024",3.26,3.06,-1.58
FIXX,NCT01306045,"April 11, 2023","December 31, 2024",0.99,1.03,0.99
FIXX,NCT01891344,"July 13, 2021","September 28, 2021",6.37,6.42,0.20
FIXX,NCT03712930,"November 17, 2021","September 2, 2020",5.47,5.17,-1.41
FIXX,NCT02953782,"March 1, 2021","February 10, 2020",9.44,10.07,1.61
FIXX,NCT01989546,"January 27, 2021","March 26, 2020",12.47,12.15,-0.65
FIXX,NCT02723864,"January 10, 2022","December 31, 2021",3.10,3.43,2.53
FIXX,NCT02987543,"October 12, 2020","February 15, 2023",10.67,10.57,-0.24
FIXX,NCT02762084,"July 15, 2019","April 24, 2017",22.13,22.28,0.17
FIXX,NCT02918006,"October 6, 2022","January 19, 2018",1.49,1.47,-0.34
FIXX,NCT03008122,"April 6, 2023","August 10, 2021",0.99,0.99,0.00
FIXX,NCT02345265,"March 28, 2023","August 9, 2024",1.01,1.03,0.49
FIXX,NCT02761694,"June 15, 2022","March 10, 2021",1.88,1.79,-1.23
FIXX,NCT04622592,"July 21, 2023","April 26, 2022",1.20,1.17,-0.63
FIXX,NCT04171700,"October 2, 2023","July 15, 2022",1.08,1.09,0.23
FIXX,NCT02873975,"February 9, 2022","July 1, 2021",4.15,3.76,-2.47
FIXX,NCT02216123,"May 16, 2018","November 4, 2016",19.56,19.86,0.38
FIXX,NCT04122625,"June 12, 2023","April 6, 2022",0.85,0.83,-0.30
FIXX,NCT01313416,"July 10, 2019",January 2017,19.41,19.51,0.13
FIXX,NCT03083847,"July 24, 2020","June 26, 2019",10.18,10.12,-0.15
FIXX,NCT03775486,"December 12, 2022","September 27, 2024",1.30,1.30,0.00
FIXX,NCT02130466,"August 1, 2022","July 14, 2021",2.94,2.86,-0.69
FIXX,NCT03274661,"October 19, 2023","March 19, 2022",1.02,1.02,0.00
FIXX,NCT03110354,"January 30, 2024","March 9, 2021",0.67,0.70,1.09
FIXX,NCT01259063,"March 13, 2018",June 2017,21.40,20.40,-1.20
FIXX,NCT03813108,"May 11, 2022","February 1, 2021",1.61,1.40,-3.49
FIXX,NCT02162719,"January 11, 2021","August 31, 2019",9.44,10.07,1.61
FIXX,NCT03497845,"July 14, 2020","November 19, 2019",14.28,15.24,1.63
FIXX,NCT03610399,"August 9, 2021","March 12, 2019",6.41,6.43,0.08
FIXX,NCT03880019,"September 21, 2023","September 21, 2024",1.17,1.14,-0.65
FIXX,NCT02215096,"October 22, 2020","October 3, 2019",11.00,10.61,-0.90
FIXX,NCT02855944,"February 11, 2022","September 16, 2022",2.60,2.71,1.04
FIXX,NCT02255409,"March 15, 2023",January 2016,1.01,0.95,-1.53
FIXX,NCT02422498,"February 9, 2024","December 19, 2022",0.82,0.85,0.81
FIXX,NCT03193853,"May 9, 2023","December 1, 2022",0.98,0.98,0.05
FIXX,NCT02470585,"September 14, 2020","October 5, 2023",10.66,10.74,0.19
FIXX,NCT02890355,"September 29, 2020",,10.70,10.95,0.58
FIXX,NCT01861054,"March 25, 2021","March 1, 2016",9.17,9.41,0.65
FIXX,NCT03739112,"June 23, 2023","July 16, 2019",0.85,0.83,-0.30
FIXX,NCT03359850,"November 16, 2020","June 24, 2020",9.61,9.60,-0.03
FIXX,NCT03610633,"October 23, 2019",September 2018,13.19,13.23,0.08
FIXX,NCT03397394,"October 19, 2020","January 15, 2020",11.00,10.61,-0.90
FIXX,NCT02301988,"September 20, 2018","August 2, 2017",22.85,22.53,-0.35
FIXX,NCT01847274,"May 1, 2019","December 26, 2021",21.42,22.32,1.03
FIXX,NCT02802501,"July 24, 2020","August 19, 2019",10.18,10.12,-0.15
FIXX,NCT03072238,"April 10, 2023","April 30, 2024",1.05,1.03,-0.48
FIXX,NCT02354586,"April 9, 2020","August 23, 2021",18.04,13.97,-6.36
FIXX,NCT01482715,"December 8, 2020",May 2019,8.92,10.23,3.42
FIXX,NCT02415842,"June 28, 2019","February 16, 2018",18.74,18.82,0.11
FIXX,NCT01485861,"September 14, 2023","August 31, 2022",1.20,1.18,-0.42
FIXX,NCT01081262,"March 18, 2019",,26.30,27.23,0.87
FIXX,NCT03206073,"October 26, 2021","June 30, 2022",5.53,5.73,0.89
FIXX,NCT03955471,"September 10, 2022","January 12, 2022",2.04,1.93,-1.39
FIXX,NCT03301051,"August 14, 2023","May 9, 2018",1.13,1.18,1.08
FIXX,NCT02983799,"April 13, 2022","December 3, 2020",1.88,1.87,-0.13
FIXX,NCT02430480,"November 2, 2020","June 1, 2025",9.87,9.78,-0.23
FIXX,NCT03834519,"April 20, 2023","January 27, 2024",0.99,0.96,-0.85
FIXX,NCT02780687,"October 12, 2020","September 2, 2019",10.67,10.57,-0.24
FIXX,NCT04598321,"October 12, 2023","December 6, 2022",1.04,1.08,0.94
FIXX,NCT03404960,"July 3, 2023",June 2026,0.85,0.83,-0.30
FIXX,NCT02154490,"January 31, 2023","April 15, 2022",1.59,1.69,1.52
FIXX,NCT02719743,"June 3, 2019","February 13, 2018",19.19,18.40,-1.05
FIXX,NCT02128724,"August 1, 2019","October 17, 2017",15.92,15.68,-0.38
FIXX,NCT03748641,"October 4, 2023","February 19, 2027",1.10,1.11,0.23
FIXX,NCT04179396,"June 28, 2023","January 18, 2023",0.83,0.88,1.60
FIXX,NCT04102501,"May 27, 2022","August 23, 2021",1.47,1.50,0.51
FIXX,NCT02759835,"July 25, 2023","September 20, 2022",1.03,1.33,6.36
FIXX,NCT03589807,"August 2, 2021","June 14, 2020",6.88,6.72,-0.59
FIXX,NCT02296112,"August 8, 2019","April 16, 2021",14.74,15.55,1.34
FIXX,NCT03314662,"July 22, 2020","May 17, 2018",16.04,14.77,-2.06
FIXX,NCT02420795,"April 4, 2022","November 16, 2020",2.34,2.12,-2.47
FIXX,NCT01347866,"October 29, 2018",December 2015,19.95,20.20,0.31
FIXX,NCT01990209,"June 30, 2022","May 1, 2021",1.97,2.27,3.54
HUMA,NCT02887859,"December 19, 2023",December 2023,2.74,2.88,1.25
ICLR,NCT04590781,"April 20, 2023","March 24, 2022",206.47,200.88,-0.69
ICLR,NCT04393779,"January 29, 2024","November 17, 2022",265.79,269.06,0.31
ICLR,NCT02596854,"November 6, 2017",April 2016,113.24,113.46,0.05
ICLR,NCT02556177,"September 10, 2019","January 31, 2018",147.06,149.92,0.48
ICLR,NCT03680105,"April 14, 2020","January 15, 2019",152.79,159.89,1.14
ICLR,NCT02651259,"May 6, 2020","April 10, 2019",150.29,158.88,1.39
ICLR,NCT01838499,"September 1, 2016",October 2014,76.58,75.14,-0.47
ICLR,NCT02232425,"January 24, 2019",October 2015,134.91,138.79,0.71
IMAB,NCT04341116,"May 6, 2023","February 7, 2022",3.02,3.08,0.49
IMUX,NCT03846219,"July 23, 2021",December 2029,9.58,9.68,0.26
IMUX,NCT03341962,"March 5, 2024","November 16, 2022",1.50,1.46,-0.68
IBRX,NCT01898793,"February 1, 2023","April 4, 2022",4.01,4.33,1.92
IMGN,NCT04926779,"December 20, 2023","November 4, 2022",29.47,29.70,0.19
IMGN,NCT04698993,"June 25, 2021","March 22, 2021",6.25,6.17,-0.32
IMGN,NCT04805892,"June 29, 2023","February 23, 2022",18.66,18.36,-0.41
IMGN,NCT00569231,"January 25, 2011",January 2010,8.83,8.27,-1.64
IMGN,NCT04610489,"August 17, 2021","March 10, 2021",5.17,5.30,0.62
IMGN,NCT03049449,"May 25, 2022","January 26, 2022",3.47,3.84,2.53
IMGN,NCT04160195,"February 15, 2022","June 11, 2021",5.61,5.07,-2.53
IMGN,NCT04904510,"February 15, 2023","March 9, 2021",4.20,4.18,-0.12
IMGN,NCT00706238,"June 3, 2019","January 19, 2011",2.08,2.05,-0.36
IMGN,NCT00633009,"December 6, 2012",January 2010,12.43,12.87,0.87
IMGN,NCT02659943,"May 4, 2021","December 31, 2022",7.58,7.33,-0.84
IMGN,NCT00715078,"May 12, 2014",May 2015,11.39,10.70,-1.56
IMGN,NCT05584176,"June 1, 2023","January 21, 2022",15.37,14.71,-1.10
IMGN,NCT00784524,"June 6, 2019",July 2014,2.08,2.05,-0.36
IMGN,NCT01885117,"March 12, 2014",September 2013,16.12,15.80,-0.50
IMGN,NCT00726739,"December 13, 2012",June 2011,12.95,13.00,0.10
IMGN,NCT01213472,"October 9, 2019","April 17, 2018",2.29,2.25,-0.44
IMGN,NCT02864368,"November 9, 2021","June 15, 2020",5.68,5.72,0.18
IMGN,NCT00480025,"January 30, 2019","September 23, 2014",5.10,5.26,0.77
IMGN,NCT02492958,"July 30, 2018",September 2016,9.10,8.60,-1.41
IMGN,NCT01883804,"March 29, 2018",February 2016,10.19,10.81,1.48
IMGN,NCT01317199,"July 18, 2018",November 2015,10.06,10.25,0.47
IMGN,NCT01593696,"August 31, 2020","October 2, 2017",5.47,5.41,-0.28
IMGN,NCT00291447,"June 8, 2021","August 10, 2006",6.29,6.48,0.74
IMGN,NCT01777295,"January 4, 2019","September 13, 2016",5.53,5.56,0.14
IMGN,NCT02215967,"October 8, 2019","August 15, 2019",2.29,2.25,-0.44
IMGN,NCT05607147,"March 20, 2023","February 11, 2021",3.81,3.83,0.13
IMGN,NCT03002012,"December 26, 2019","March 13, 2018",4.84,4.97,0.66
IMGN,NCT01853878,"August 28, 2019","August 24, 2016",2.59,2.72,1.22
IMGN,NCT00725283,"August 7, 2018","June 22, 2016",8.60,8.94,0.97
