Ticker,NCTId,ResultsFirstPostDate,CompletionDate,BuyPrice,SellPrice,PercentDiff
CRDF,NCT02823574,"April 21, 2022","April 21, 2022",1.53,1.37,-2.76
CRDF,NCT02197247,"September 28, 2016","May 26, 2021",323.28,323.28,0.00
CRDF,NCT00864253,"June 5, 2014","February 12, 2014",280.80,272.88,-0.72
CRDF,NCT00796757,"May 27, 2015",February 2012,805.68,789.12,-0.52
CRDF,NCT01466660,"June 19, 2017","April 12, 2019",80.64,86.40,1.72
CRDF,NCT01798485,"July 1, 2016",December 2015,321.84,346.32,1.83
CRDF,NCT00625378,"September 1, 2022","September 24, 2021",2.83,2.90,0.61
CRDF,NCT00294047,"March 27, 2012","January 29, 2014",328.32,315.36,-1.01
CRDF,NCT02573324,"May 11, 2023","April 4, 2022",1.75,1.77,0.28
CRDF,NCT02046603,"December 7, 2018","August 4, 2016",3.78,3.42,-2.50
CRDF,NCT03657160,"April 14, 2023","May 9, 2022",1.60,1.58,-0.31
CRDF,NCT00083889,"December 10, 2009",September 2008,311.04,302.40,-0.70
CRDF,NCT03110562,"July 8, 2021","September 1, 2023",6.51,6.28,-0.90
CRDF,NCT01332968,"June 7, 2017","July 30, 2021",64.80,58.32,-2.63
CRDF,NCT02545283,"September 14, 2021","April 24, 2020",6.54,6.86,1.19
CRDF,NCT01667419,"October 17, 2018","July 13, 2018",6.30,6.60,1.16
CRDF,NCT01369329,"December 7, 2016",July 2013,165.60,180.00,2.08
CRDF,NCT01460160,"August 21, 2018","June 1, 2021",4.80,5.04,1.22
CRDF,NCT00094653,"June 23, 2011",October 2009,69.12,69.12,0.00
CRDF,NCT01961609,"March 18, 2019","July 12, 2016",3.95,3.57,-2.53
CRDF,NCT01482962,"July 31, 2018","December 18, 2017",4.38,4.86,2.60
CRDF,NCT02312258,"November 10, 2020","August 26, 2022",17.11,16.80,-0.46
CRDF,NCT00883753,"August 6, 2014",April 2012,225.36,228.96,0.40
CRDF,NCT01327053,"November 23, 2015","June 29, 2018",443.52,502.56,3.12
CDIO,NCT03594110,"July 27, 2023","July 5, 2024",1.21,1.13,-1.71
CDIO,NCT04821063,"January 11, 2024","June 18, 2021",2.57,2.22,-3.65
CDIO,NCT04271280,"February 20, 2024","April 11, 2022",1.58,1.81,3.39
CRDL,NCT02815670,"April 14, 2020","October 19, 2019",1.72,1.68,-0.51
CRDL,NCT02350478,"December 16, 2019",March 2017,3.54,3.61,0.52
CRDL,NCT03381742,"September 30, 2019","February 13, 2019",2.36,2.15,-2.33
CRDL,NCT02272413,"January 13, 2020","November 16, 2018",1.95,2.17,2.67
CASI,NCT02735174,"October 19, 2020","November 29, 2018",18.00,20.30,3.00
CASI,NCT02809677,"February 15, 2022",October 2020,8.50,8.90,1.15
CASI,NCT03916484,"May 24, 2023","June 4, 2022",2.27,2.75,4.78
SAVA,NCT04079803,"June 1, 2021","March 31, 2020",60.70,64.16,1.39
SAVA,NCT04932655,"August 22, 2023","May 11, 2021",17.42,18.26,1.18
SAVA,NCT03748706,"April 1, 2021","May 8, 2019",44.83,41.46,-1.95
CPRX,NCT00730522,"December 9, 2020",November 2009,3.54,3.63,0.63
CPRX,NCT01281202,"February 23, 2016",December 2012,1.12,1.05,-1.61
CPRX,NCT01493596,"April 20, 2021",August 2012,4.53,4.67,0.76
CPRX,NCT01377922,"January 4, 2018",July 2016,3.88,3.99,0.70
CPRX,NCT00611130,"June 12, 2012",October 2012,0.58,0.56,-0.88
CPRX,NCT03781479,"June 1, 2021","July 23, 2020",5.56,5.48,-0.36
CPRX,NCT02970162,"December 24, 2018",October 2017,1.94,1.97,0.38
CPRX,NCT03819660,"November 30, 2023","September 13, 2021",15.06,14.01,-1.81
CPRX,NCT04339296,"October 20, 2020","July 31, 2020",3.10,3.19,0.72
CPRX,NCT01439971,"April 6, 2017",October 2015,1.76,1.74,-0.29
CPRX,NCT03186677,"November 10, 2020","February 22, 2019",3.40,3.40,0.00
CPRX,NCT02657356,"May 19, 2023","May 7, 2020",11.55,11.64,0.19
CPRX,NCT03331562,"December 27, 2022","July 10, 2020",18.13,18.60,0.64
CLDX,NCT03254927,"April 3, 2023","December 16, 2020",35.30,32.40,-2.14
CLDX,NCT04491084,"July 17, 2023","August 18, 2022",37.40,35.86,-1.05
CLDX,NCT02713828,"July 16, 2019","September 26, 2018",2.43,2.36,-0.73
CLDX,NCT03580382,"May 20, 2020","September 26, 2018",2.57,2.69,1.14
CLRB,NCT00345540,"March 10, 2015",June 2008,2530.00,2570.00,0.39
CNTA,NCT04152837,"April 10, 2023","July 29, 2022",4.19,4.82,3.50
CNTA,NCT05208866,"April 10, 2023","July 29, 2022",4.19,4.82,3.50
CNTA,NCT04064346,"February 6, 2023","August 3, 2022",3.42,3.16,-1.98
CSBR,NCT01980589,"October 31, 2016",March 2016,1.63,1.77,2.06
CSBR,NCT02795104,"October 2, 2023",July 2020,6.50,6.17,-1.30
CSBR,NCT01677858,"August 9, 2017","October 31, 2018",3.15,3.12,-0.24
CSBR,NCT03843957,"January 31, 2024","March 10, 2023",5.81,5.95,0.60
CSBR,NCT02964234,"May 26, 2020","August 31, 2021",9.48,9.63,0.39
CKPT,NCT03287674,"March 22, 2021","June 1, 2020",30.50,31.40,0.73
CKPT,NCT03200717,"March 21, 2023","August 10, 2021",3.77,3.72,-0.33
CKPT,NCT04327986,"May 18, 2022","February 3, 2022",13.60,14.30,1.25
CKPT,NCT02723006,"April 1, 2021","May 11, 2018",30.80,29.40,-1.16
CKPT,NCT03988647,"August 9, 2021","January 20, 2021",26.40,27.10,0.65
CKPT,NCT04538950,"August 8, 2023","May 19, 2022",2.18,2.14,-0.46
CKPT,NCT02821754,"March 24, 2022","December 31, 2022",17.20,17.60,0.57
CKPT,NCT04779489,"August 22, 2023","June 2, 2023",2.16,2.04,-1.43
CKPT,NCT03606174,"August 24, 2023","August 22, 2022",2.04,2.06,0.24
CKPT,NCT03278626,"March 28, 2022","May 31, 2021",17.70,17.00,-1.01
CKPT,NCT02903914,"September 30, 2021","August 15, 2022",32.00,30.90,-0.87
CKPT,NCT04501094,"March 22, 2022","October 13, 2021",18.40,17.80,-0.83
CKPT,NCT03168464,"April 24, 2023","March 11, 2022",3.22,3.15,-0.55
CKPT,NCT04338269,"February 28, 2024","March 1, 2024",2.05,2.23,2.10
CKPT,NCT02659540,"January 2, 2020","July 27, 2020",16.00,16.30,0.46
CKPT,NCT04560686,"July 28, 2022","July 1, 2021",10.90,11.30,0.90
CKPT,NCT03522584,"June 12, 2023","January 19, 2022",2.50,2.49,-0.10
CKPT,NCT03709771,"January 12, 2024","October 1, 2020",1.88,1.82,-0.81
CKPT,NCT03749460,"December 29, 2023","November 5, 2023",2.19,2.44,2.70
CKPT,NCT02599402,"June 15, 2021","February 10, 2020",27.80,26.80,-0.92
CKPT,NCT03123055,"March 18, 2020","December 1, 2019",11.90,12.70,1.63
CKPT,NCT03792347,"November 22, 2023","June 17, 2020",3.20,3.32,0.92
CKPT,NCT02538666,"October 22, 2019","November 11, 2021",19.30,17.20,-2.88
CKPT,NCT04034225,"December 30, 2022","June 28, 2021",6.14,5.83,-1.29
CKPT,NCT03206073,"October 26, 2021","June 30, 2022",32.60,35.10,1.85
CKPT,NCT02933944,"January 26, 2022",September 2019,25.10,24.60,-0.50
CKPT,NCT02574078,"May 6, 2021","April 15, 2020",24.00,24.00,0.00
CKPT,NCT02664181,"December 10, 2020","February 14, 2024",24.70,27.60,2.77
CKPT,NCT02989714,"March 9, 2020","June 23, 2020",11.70,11.90,0.42
CKPT,NCT04696055,"May 30, 2023","May 15, 2024",2.64,2.69,0.47
CKPT,NCT02617589,"February 3, 2021","March 4, 2022",34.40,35.20,0.57
CKPT,NCT04552704,"April 4, 2022","January 26, 2022",15.10,15.30,0.33
CKPT,NCT02918162,"February 15, 2024","February 28, 2023",1.92,1.96,0.52
CKPT,NCT03993379,"December 1, 2021","May 21, 2020",29.00,27.00,-1.79
CKPT,NCT03233724,"May 31, 2023","October 26, 2021",2.64,2.69,0.47
CKPT,NCT02601014,"February 3, 2022","October 6, 2021",23.30,23.20,-0.11
CKPT,NCT02957968,"November 9, 2023","February 28, 2025",1.81,1.88,0.95
CKPT,NCT02718820,"December 4, 2023",December 2021,3.13,3.20,0.55
CKPT,NCT02805660,"April 6, 2021","December 20, 2019",29.40,29.50,0.08
CKPT,NCT03257722,"February 28, 2024","August 25, 2021",2.05,2.23,2.10
CKPT,NCT03647488,"October 25, 2021","September 7, 2020",37.80,42.60,2.99
CKPT,NCT03065179,"March 30, 2021","November 17, 2020",30.60,32.00,1.12
CKPT,NCT03007407,"December 5, 2022","August 9, 2019",4.20,4.82,3.44
CKPT,NCT02581631,"March 7, 2023","February 7, 2022",4.83,4.20,-3.49
CKPT,NCT03396952,"June 10, 2021","June 30, 2022",29.50,27.80,-1.48
CKPT,NCT03570619,"January 30, 2024",December 2024,2.04,1.92,-1.52
CKPT,NCT02439450,"September 21, 2023","November 4, 2022",1.45,1.39,-1.06
CKPT,NCT03041311,"May 6, 2022","October 29, 2020",10.50,11.10,1.39
CKPT,NCT02288897,"January 19, 2022",September 2019,23.80,22.80,-1.07
CKPT,NCT03689855,"August 11, 2022","April 25, 2024",14.70,13.70,-1.76
CKPT,NCT02596035,"August 28, 2019","May 24, 2021",29.10,31.30,1.82
CKPT,NCT02608684,"March 17, 2020","March 7, 2022",11.90,12.70,1.63
CKPT,NCT05249569,"May 3, 2023","December 30, 2022",3.15,3.02,-1.05
CKPT,NCT02716805,"March 26, 2019","February 16, 2018",27.50,28.60,0.98
CKPT,NCT03406858,"November 15, 2022","November 7, 2022",7.22,7.40,0.62
CKPT,NCT03816332,"June 27, 2023","September 22, 2024",2.38,2.47,0.93
CKPT,NCT03277352,"July 22, 2021","July 1, 2020",26.70,27.50,0.74
CKPT,NCT03150875,"June 23, 2021","February 22, 2023",28.50,30.10,1.37
CKPT,NCT03325816,"March 16, 2021","August 11, 2020",34.40,35.00,0.43
CKPT,NCT03274661,"October 19, 2023","March 19, 2022",1.98,2.06,0.99
CKPT,NCT02632409,"December 1, 2021","May 27, 2027",29.00,27.00,-1.79
CKPT,NCT02593786,"October 24, 2022","September 27, 2021",10.00,9.40,-1.55
CKPT,NCT04139317,"February 8, 2024","February 7, 2023",1.99,1.99,0.00
CKPT,NCT03164772,"September 27, 2022","October 29, 2021",10.60,10.40,-0.48
CKPT,NCT03572478,"February 12, 2021","October 1, 2020",40.60,38.20,-1.52
CKPT,NCT02666105,"May 31, 2023","February 28, 2022",2.64,2.69,0.47
CKPT,NCT02259231,"June 24, 2021","July 23, 2018",30.30,29.50,-0.67
CKPT,NCT02808650,"December 20, 2023","March 31, 2021",1.76,1.87,1.52
CKPT,NCT04287868,"November 18, 2023","July 1, 2026",2.08,2.09,0.12
CKPT,NCT04027946,"July 18, 2023","March 31, 2024",3.37,3.41,0.29
CKPT,NCT02404441,"September 29, 2021","July 21, 2020",33.00,32.70,-0.23
CKPT,NCT03241927,"November 23, 2020","June 6, 2018",23.30,24.20,0.95
CMRX,NCT04389840,"August 30, 2022","May 20, 2021",2.20,2.22,0.23
CMRX,NCT03339401,"January 25, 2021","May 10, 2019",8.88,9.09,0.58
CMRX,NCT02056782,"February 21, 2023",June 2015,1.57,1.54,-0.48
CMRX,NCT01769170,"January 5, 2021",January 2016,4.76,8.42,13.88
CMRX,NCT01143181,"August 12, 2021",December 2012,6.05,6.05,0.00
CMRX,NCT00457951,"December 16, 2016",October 2009,4.64,4.47,-0.93
CDTX,NCT02734862,"December 8, 2020",July 2019,2.08,2.02,-0.73
CDTX,NCT03667690,"January 6, 2023","October 7, 2021",1.38,1.29,-1.69
CING,NCT04309370,"August 3, 2023","April 15, 2022",11.40,10.80,-1.35
CING,NCT04005053,"August 15, 2023","October 1, 2022",12.86,12.80,-0.12
CING,NCT03238300,"June 22, 2023","March 1, 2022",18.10,18.00,-0.14
CING,NCT04935931,"August 21, 2023","June 30, 2022",13.40,13.10,-0.57
CING,NCT02292238,"June 28, 2022","September 8, 2020",28.80,29.60,0.68
CING,NCT01954966,"July 5, 2022",December 2021,31.00,32.00,0.79
CING,NCT04411914,"June 22, 2023","March 31, 2022",18.10,18.00,-0.14
CING,NCT02087865,"August 30, 2023","December 20, 2021",13.10,12.80,-0.58
CING,NCT03428932,"May 16, 2023","July 1, 2019",19.00,19.60,0.78
CING,NCT02665338,"August 17, 2022","June 16, 2015",27.40,29.80,2.10
CING,NCT03220776,"December 13, 2023","November 21, 2022",2.87,2.13,-7.40
CING,NCT03204305,"March 21, 2023","March 31, 2020",18.20,20.60,3.09
CING,NCT04598152,"January 4, 2022","March 9, 2020",50.80,49.20,-0.80
CING,NCT05108922,"November 2, 2023","September 19, 2023",8.00,7.28,-2.36
CING,NCT04044716,"December 7, 2022","October 4, 2021",19.40,19.40,0.00
CING,NCT02359864,"January 26, 2023","February 3, 2021",19.80,19.40,-0.51
CING,NCT03702816,"May 24, 2023","September 29, 2019",18.60,17.86,-1.01
CING,NCT03398070,"August 29, 2023","January 20, 2023",13.10,12.80,-0.58
CING,NCT03927612,"June 28, 2023","March 30, 2022",18.00,18.60,0.82
CING,NCT04556552,"September 13, 2023","September 13, 2022",12.40,13.80,2.67
CING,NCT03114891,"May 6, 2023","December 1, 2021",22.02,21.60,-0.48
CING,NCT03773562,"January 9, 2024","June 30, 2022",7.36,7.07,-1.00
CING,NCT04544358,"December 23, 2021","September 30, 2016",53.20,53.40,0.09
CING,NCT03493282,"March 1, 2023","October 16, 2020",31.00,27.00,-3.45
CING,NCT03240692,"April 21, 2022","March 3, 2020",33.80,31.80,-1.52
CING,NCT02370173,"June 23, 2023",April 2020,19.50,17.60,-2.56
CING,NCT02051608,"June 16, 2022","April 16, 2021",29.20,29.20,0.00
CING,NCT04080544,"September 28, 2023","June 30, 2022",13.84,13.00,-1.56
CING,NCT03367403,"February 15, 2022","September 21, 2021",29.40,29.00,-0.34
CING,NCT03444870,"January 30, 2024","February 17, 2023",3.10,1.33,-19.98
CING,NCT03443973,"January 17, 2024","November 28, 2022",5.50,4.52,-4.89
CLSD,NCT03126786,"May 13, 2021","April 17, 2018",2.37,2.46,0.93
CLSD,NCT02255032,"February 8, 2021",January 2016,2.51,2.50,-0.10
CLSD,NCT02303184,"February 8, 2021",March 2016,2.51,2.50,-0.10
CLSD,NCT05131646,"March 4, 2024","January 5, 2023",1.39,1.67,4.58
CLSD,NCT04626128,"August 21, 2023","October 13, 2022",0.92,0.92,0.03
CLSD,NCT03097315,"June 15, 2021","January 24, 2018",4.08,4.84,4.26
CLSD,NCT02980874,"April 14, 2021","December 10, 2018",2.67,2.76,0.83
CLSD,NCT02949024,"April 19, 2021","October 17, 2017",3.02,3.19,1.37
CLSD,NCT02595398,"April 28, 2021","January 18, 2018",3.19,3.07,-0.96
CLSD,NCT01789320,"February 21, 2021",March 2015,3.80,3.49,-2.13
CLNN,NCT04414345,"July 25, 2023","March 7, 2023",0.76,0.75,-0.33
CNSP,NCT00263588,"December 12, 2019","March 15, 2018",116.70,116.10,-0.13
CNSP,NCT04307186,"November 15, 2023","September 6, 2022",1.92,2.67,8.17
CNSP,NCT02959892,"December 23, 2019","August 23, 2017",115.80,117.30,0.32
CNSP,NCT03270462,"June 2, 2022","June 2, 2020",9.57,9.21,-0.96
CNSP,NCT03792672,"July 2, 2020","June 18, 2019",64.65,61.80,-1.13
CNSP,NCT02975882,"March 30, 2023","September 22, 2024",0.98,0.87,-3.09
CNSP,NCT02796755,"April 14, 2021","October 24, 2019",63.90,62.40,-0.59
CNSP,NCT03749252,"June 1, 2022","August 10, 2020",9.00,9.72,1.92
CNSP,NCT01602666,"December 16, 2020","September 30, 2024",65.40,86.70,7.00
CNSP,NCT02323880,"January 2, 2024","September 22, 2024",1.15,1.19,0.85
CNSP,NCT02581839,"March 3, 2020","July 2, 2020",120.00,111.30,-1.88
CNSP,NCT03107052,"May 6, 2020","June 11, 2019",82.80,82.80,0.00
CNSP,NCT02885324,"August 15, 2022","August 25, 2020",7.23,7.65,1.41
CNSP,NCT01561378,"October 22, 2020",October 2014,54.30,52.50,-0.84
CNSP,NCT02298491,"February 4, 2021",November 2020,125.40,119.10,-1.29
CNSP,NCT02564198,"August 17, 2021","July 16, 2019",45.60,45.00,-0.33
CNSP,NCT04120233,"December 30, 2022","September 16, 2021",2.66,2.91,2.24
CNSP,NCT01399372,"May 13, 2021","May 20, 2022",54.60,55.80,0.54
CNSP,NCT02865018,"June 7, 2023",February 2016,2.68,2.14,-5.60
CNSP,NCT01770353,"October 28, 2019","October 2, 2018",126.60,125.01,-0.32
CNSP,NCT03565367,"December 18, 2023","June 20, 2019",0.72,0.69,-0.92
CNSP,NCT03641326,"April 19, 2022","April 2, 2021",10.41,10.05,-0.88
CNSP,NCT03239899,"February 13, 2024","February 13, 2023",0.28,0.28,0.89
CNSP,NCT02710240,"October 27, 2021","April 2, 2020",40.20,41.40,0.74
CNSP,NCT03050450,"April 5, 2021","December 19, 2018",61.80,63.90,0.84
CNSP,NCT03893825,"October 4, 2022","December 2, 2021",5.46,5.79,1.47
CNSP,NCT00659776,"January 30, 2024",December 2021,0.25,0.25,0.20
CNSP,NCT02774681,"February 24, 2020","February 16, 2020",117.81,120.00,0.46
CNSP,NCT00770601,"June 10, 2021","February 17, 2011",60.30,58.20,-0.89
CNSP,NCT03255018,"November 28, 2023","June 29, 2023",2.06,2.18,1.42
CNSP,NCT04063124,"March 6, 2023","January 30, 2023",1.33,1.24,-1.75
CNSP,NCT03602339,"April 28, 2021","May 26, 2020",62.10,60.00,-0.86
CNSP,NCT00597246,"December 17, 2020","November 27, 2019",74.10,54.60,-7.58
CNSP,NCT02487108,"March 31, 2022","March 30, 2016",9.93,12.72,6.16
CNSP,NCT00542919,"October 19, 2020","February 27, 2018",54.30,52.50,-0.84
CNSP,NCT01201850,"April 29, 2021","August 4, 2016",60.00,56.73,-1.40
CNSP,NCT02260531,"May 18, 2021","March 17, 2020",55.80,56.10,0.13
CNSP,NCT02038218,"September 16, 2020",August 2020,58.80,56.40,-1.04
CNSP,NCT03567291,"March 23, 2021","May 15, 2020",75.90,70.80,-1.74
CNSP,NCT03332589,"May 20, 2022","October 11, 2021",9.09,9.54,1.21
CNSP,NCT02404220,"December 2, 2019","December 17, 2018",118.20,116.10,-0.45
CNSP,NCT01964755,"September 23, 2019","June 7, 2018",124.77,122.70,-0.42
CNSP,NCT03292016,"August 13, 2020","March 5, 2019",54.30,53.70,-0.28
CNSP,NCT02945046,"April 13, 2020","May 13, 2019",96.90,89.70,-1.93
CNSP,NCT03399318,"March 5, 2024","December 2, 2022",0.39,0.44,3.08
CNSP,NCT00103038,"June 9, 2022","June 10, 2016",8.04,8.19,0.46
CNSP,NCT03543410,"May 18, 2023","April 23, 2020",1.77,1.99,2.93
CNSP,NCT04647110,"July 13, 2022","March 15, 2021",7.95,8.10,0.47
CNSP,NCT03187301,"August 10, 2020","December 21, 2017",54.30,53.70,-0.28
CNSP,NCT02857426,"October 28, 2020","November 24, 2020",52.50,50.46,-0.99
CNSP,NCT03391882,"December 16, 2022","August 11, 2021",2.14,2.24,1.14
CNSP,NCT03130959,"April 1, 2021","January 17, 2022",72.30,70.80,-0.52
CNSP,NCT03107026,"July 13, 2020","May 16, 2018",58.80,57.90,-0.39
CNSP,NCT01600170,"November 23, 2020",October 2017,71.10,71.25,0.05
CNSP,NCT03571256,"June 9, 2020","December 9, 2019",80.40,74.10,-2.04
CNSP,NCT03245151,"August 30, 2023","September 30, 2022",1.71,1.69,-0.29
CNSP,NCT02228096,"November 23, 2020","May 24, 2019",71.10,71.25,0.05
CNSP,NCT03503318,"December 9, 2021","December 3, 2020",29.31,27.63,-1.48
CNSP,NCT03452943,"June 4, 2020","November 12, 2019",76.05,80.40,1.39
CNSP,NCT04035668,"December 20, 2022","November 23, 2021",2.49,2.19,-3.21
CNSP,NCT01877837,"November 7, 2022",September 2021,5.82,5.88,0.26
CNSP,NCT00112502,"October 18, 2021",September 2014,41.70,40.20,-0.92
CNSP,NCT02756845,"February 5, 2024","November 29, 2022",0.30,0.28,-2.17
CNSP,NCT00467272,"February 8, 2021",September 2012,72.30,70.80,-0.52
CNSP,NCT03074149,"October 5, 2022","March 30, 2021",5.46,5.79,1.47
CNSP,NCT00590954,"October 19, 2020","November 11, 2019",54.30,52.50,-0.84
CNSP,NCT02657915,"September 23, 2019","January 23, 2017",124.77,122.70,-0.42
CNSP,NCT03091478,"January 26, 2021","December 14, 2019",56.10,51.60,-2.09
CNSP,NCT03075501,"May 19, 2021",July 2020,55.80,56.10,0.13
CNSP,NCT03004443,"June 7, 2023","November 27, 2019",2.68,2.14,-5.60
CNSP,NCT02481310,"December 8, 2021",July 2024,30.30,30.60,0.25
CNSP,NCT01299727,"April 21, 2020","April 12, 2019",89.70,83.70,-1.73
CNSP,NCT01389024,"December 28, 2022","May 24, 2022",2.15,2.40,2.75
CNSP,NCT02308020,"December 19, 2019","November 8, 2019",130.80,133.20,0.45
COCP,NCT03501550,"April 28, 2021","June 7, 2019",15.12,14.16,-1.64
CGTX,NCT05225389,"July 21, 2023","January 24, 2022",1.53,1.54,0.16
CGTX,NCT03493282,"March 1, 2023","October 16, 2020",1.65,1.69,0.60
CGTX,NCT04109196,"June 22, 2023","April 9, 2021",2.81,2.18,-6.31
CGTX,NCT02544373,"September 14, 2022","June 25, 2021",1.84,1.75,-1.25
CGTX,NCT04048122,"October 6, 2023","July 1, 2022",1.04,0.96,-2.00
CGTX,NCT03859973,"November 18, 2023","November 4, 2022",1.04,0.96,-2.00
CGTX,NCT01224106,"December 13, 2021","September 10, 2020",5.10,5.86,3.47
CGTX,NCT02008357,"December 28, 2023","June 8, 2023",1.90,1.93,0.39
CGTX,NCT03745820,"April 18, 2023","April 7, 2022",1.68,1.72,0.59
CGTX,NCT03053362,"January 20, 2022","August 8, 2018",3.54,4.06,3.42
CGTX,NCT01911676,"February 27, 2023",December 2018,1.79,1.84,0.69
CGTX,NCT04503096,"July 19, 2023","July 27, 2022",1.77,1.89,1.64
CGTX,NCT03828747,"October 3, 2022","August 30, 2023",1.75,1.64,-1.62
CGTX,NCT02851173,"October 4, 2023","April 30, 2020",1.37,1.29,-1.50
CGTX,NCT03576976,"February 2, 2022","May 30, 2022",4.33,4.41,0.46
CGTX,NCT03253627,"May 19, 2022","September 8, 2020",2.60,2.38,-2.21
CGTX,NCT02663349,"March 23, 2023",July 2019,2.09,1.99,-1.23
CGTX,NCT02918565,"December 5, 2023","November 22, 2021",1.36,1.66,4.97
CGTX,NCT02466685,"July 3, 2023",December 2022,1.77,1.59,-2.68
CGTX,NCT02997657,"March 1, 2023","November 15, 2021",1.65,1.69,0.60
CGTX,NCT03588728,"March 13, 2023","March 12, 2020",1.70,1.86,2.25
CHRS,NCT02486939,"December 27, 2018",October 2017,9.12,8.67,-1.26
CHRS,NCT02134210,"May 13, 2019","May 12, 2016",19.05,20.56,1.91
CHRS,NCT02115750,"June 26, 2019",May 2016,20.89,22.10,1.41
COLL,NCT01685684,"February 23, 2017",July 2014,14.00,13.90,-0.18
COLL,NCT03588806,"June 4, 2020","October 31, 2019",19.02,18.59,-0.57
COLL,NCT02217878,"March 3, 2016",June 2015,18.63,17.74,-1.22
COLL,NCT00323856,"June 9, 2022","December 14, 2018",15.46,16.12,1.04
COLL,NCT00875667,"September 16, 2019","October 9, 2018",11.31,11.28,-0.06
COLL,NCT01106014,"March 1, 2016","October 1, 2014",18.88,18.43,-0.60
CMPX,NCT03775200,"April 24, 2023","September 27, 2021",3.12,3.00,-0.98
CMPX,NCT04739865,"November 9, 2023","October 14, 2021",1.40,1.48,1.39
CMPX,NCT02300233,"April 13, 2022","January 24, 2017",1.45,1.69,3.82
CMPX,NCT02355821,"September 1, 2021","July 10, 2018",3.50,3.50,0.00
CMPX,NCT00936390,"October 6, 2022",October 2025,2.84,3.03,1.62
CMPX,NCT04141917,"June 22, 2022","March 31, 2021",2.78,2.80,0.18
CMPX,NCT02510261,"December 6, 2023","November 23, 2022",1.70,1.74,0.58
CMPX,NCT00769379,"February 23, 2022",,2.28,2.00,-3.27
CMPX,NCT01196390,"May 4, 2021","August 15, 2023",7.00,4.67,-9.98
CMPX,NCT02427464,"August 22, 2022",April 2019,2.94,2.75,-1.67
CMPX,NCT01475786,"July 3, 2023",June 2014,3.12,3.20,0.63
CMPX,NCT02785939,"May 27, 2021",June 2019,5.00,5.40,1.92
CMPX,NCT01674140,"December 20, 2023",January 2030,1.59,1.61,0.31
CMPX,NCT02766335,"December 30, 2021",September 2020,3.50,3.43,-0.51
CMPX,NCT01224106,"December 13, 2021","September 10, 2020",3.08,2.98,-0.83
CMPX,NCT03227224,"February 7, 2022","January 19, 2019",2.48,2.39,-0.92
CMPX,NCT01272037,"June 27, 2023","March 7, 2024",3.01,3.18,1.37
CMPX,NCT02965378,"May 27, 2021",October 2019,5.00,5.40,1.92
CMPX,NCT02390050,"April 20, 2021","June 3, 2016",8.50,8.50,0.00
CMPX,NCT00632853,"June 12, 2023",,3.12,3.20,0.63
CMPX,NCT03467152,"August 1, 2022","April 15, 2020",2.60,2.68,0.76
CMPX,NCT02975934,"August 16, 2023",March 2024,2.41,2.38,-0.31
CMPX,NCT02008357,"December 28, 2023","June 8, 2023",1.45,1.63,2.92
CMPX,NCT01668719,"October 27, 2021",June 2024,2.90,3.02,1.01
CMPX,NCT00610935,"March 17, 2021",February 2008,8.50,8.50,0.00
CMPX,NCT02785952,"January 11, 2022","April 1, 2024",3.07,2.76,-2.66
CMPX,NCT00108745,"April 1, 2021","February 22, 2022",8.50,8.50,0.00
CMPX,NCT03410693,"December 29, 2021","October 27, 2020",2.94,3.17,1.88
CMPX,NCT02959918,"February 14, 2022",January 2019,1.46,1.61,2.44
CMPX,NCT03100149,"February 8, 2021","September 14, 2026",8.50,8.50,0.00
CMPX,NCT02838628,"April 14, 2021","December 22, 2017",8.50,8.80,0.87
CMPX,NCT02119819,"April 14, 2021",October 2015,8.50,8.80,0.87
CMPX,NCT01507545,"May 6, 2022","October 20, 2013",2.92,2.70,-1.96
CMPX,NCT03273907,"September 21, 2022","August 31, 2021",2.59,2.24,-3.62
CMPX,NCT03656744,"December 29, 2021","March 9, 2020",2.94,3.17,1.88
CMPX,NCT00809783,"May 10, 2021","June 23, 2011",4.75,4.25,-2.78
CMPX,NCT02847598,"May 15, 2023","November 18, 2019",3.46,3.24,-1.64
CMPX,NCT04048460,"March 4, 2021","April 15, 2020",8.50,8.50,0.00
CMPX,NCT03367403,"February 15, 2022","September 21, 2021",2.39,2.40,0.10
CDT,NCT03697980,"December 4, 2023","February 10, 2022",5.90,6.82,3.62
CDT,NCT04737031,"December 26, 2023","July 31, 2022",5.22,4.55,-3.43
CDT,NCT03648996,"July 3, 2023","March 10, 2022",10.69,10.72,0.07
CDT,NCT02840799,"December 18, 2023",August 2022,3.55,2.82,-5.73
CNTX,NCT03649347,"March 7, 2022","April 1, 2020",1.72,1.79,1.00
CNTX,NCT05084885,"August 1, 2022","August 30, 2020",1.94,1.85,-1.19
CNTX,NCT04460911,"January 11, 2024","April 1, 2022",1.08,1.12,1.03
CNTX,NCT03995316,"October 12, 2023","July 31, 2021",1.29,1.28,-0.19
CNTX,NCT02440854,"April 27, 2022","February 17, 2021",1.45,1.45,0.00
CNTX,NCT03728582,"April 19, 2023","March 30, 2022",0.68,0.61,-2.71
CNTX,NCT03060902,"January 12, 2024","May 4, 2022",1.14,1.10,-0.89
CNTX,NCT05059600,"July 19, 2023","July 14, 2022",1.11,1.16,1.10
CNTX,NCT03265145,"December 9, 2021","September 30, 2020",4.15,3.38,-5.11
CNTX,NCT03578536,"January 16, 2024","June 30, 2021",1.08,1.12,1.03
